Case #1: 111
5 20 317844
6 2 218987
6 7 259227
6 9 251823
6 11 203013
6 16 202518
6 18 378111
7 16 210539
7 18 199252
7 20 118487
7 6 259227
7 13 263889
8 16 216630
8 1 306887
8 3 273526
8 5 200612
8 11 217125
8 15 130855
9 1 280406
9 5 168244
9 7 277154
9 11 75066
9 14 71732
10 1 447383
10 18 384203
10 3 151714
10 6 117652
10 11 209105
10 13 258052
11 16 495
11 1 239268
11 19 102683
11 8 217125
11 10 209105
11 13 64883
12 2 132752
12 19 63560
12 5 22610
12 9 190854
12 11 116778
12 15 308857
13 2 80857
13 6 240410
13 10 258052
13 14 58467
13 17 51140
13 19 140080
14 16 20575
14 2 37044
14 4 241890
14 5 114248
14 12 136858
14 15 325862
15 2 321756
15 4 95306
15 7 175310
15 9 379858
15 11 305782
15 14 325862
16 17 13248
16 19 102188
16 20 329026
16 7 210539
16 11 495
16 14 20575
17 2 29717
17 4 249217
17 6 189270
17 8 203382
17 11 13743
17 16 13248
17 19 88940
18 1 63180
18 2 159124
18 5 269266
18 7 199252
18 10 384203
18 13 239981
19 1 340961
19 3 159084
19 6 100330
19 9 151493
19 11 102683
19 13 140080
19 16 102188
19 18 277781
20 17 320614
20 4 346365
20 7 118487
20 13 371754
Case #276: 211
1 49 517532
1 19 306647
1 6 225994
1 39 365390
1 11 274482
1 29 163402
2 18 380556
2 38 358711
2 43 395428
2 45 294925
3 16 147181
3 36 394494
3 9 151486
4 17 274566
4 20 130707
4 9 128514
4 31 271705
5 2 311553
5 21 141723
5 38 322178
5 39 296780
5 30 166317
6 48 254519
6 1 225994
6 24 308170
7 48 76090
7 40 254905
7 26 273334
8 48 293188
8 23 120585
8 30 189318
9 3 151486
9 22 130967
9 7 229421
10 18 260564
10 22 154567
10 25 207186
11 33 274294
11 17 366853
11 28 182559
11 15 83040
12 48 117004
12 35 81250
12 19 280431
12 23 64512
12 47 226955
13 35 242676
13 22 150552
13 40 346159
13 46 123589
14 19 347554
14 10 369621
15 32 171135
15 34 54344
15 37 60275
15 41 218360
15 43 228103
15 27 309856
15 29 145430
16 34 95862
16 37 101793
16 25 235126
16 26 117436
16 30 92554
17 33 222715
17 4 274566
17 24 405503
17 28 282866
18 48 185904
18 1 277014
18 19 234588
18 24 161760
18 26 215920
18 10 260564
19 1 306647
19 18 234588
19 10 290197
19 13 312833
19 14 347554
20 32 218264
20 37 117244
20 25 194794
20 27 326506
20 29 172391
20 47 291881
21 5 141723
21 24 261145
21 44 209657
22 33 193537
22 5 43946
22 40 255475
22 10 154567
22 46 53614
23 34 87785
23 6 81916
23 40 249245
23 10 127628
23 43 170208
23 44 174766
23 21 34891
24 49 255536
24 18 161760
24 21 261145
24 28 313389
24 47 420866
25 18 180137
25 37 206874
25 41 356959
25 10 207186
25 44 259061
26 16 117436
26 18 215920
26 20 246083
26 29 128718
27 34 299710
27 20 326506
27 31 468278
28 2 328837
28 36 342841
28 38 301560
28 15 99519
28 49 504854
28 24 313389
29 16 150972
29 1 163402
29 20 172391
29 26 128718
29 30 109599
30 16 92554
30 5 166317
30 8 189318
30 11 256337
30 47 270625
31 33 386545
31 39 449109
31 11 230178
31 27 468278
32 48 366471
32 20 218264
32 41 297880
32 43 399238
32 15 171135
33 17 222715
33 36 434576
33 22 193537
33 29 154114
33 31 386545
34 32 225479
34 23 87785
34 43 257993
34 45 58253
34 15 54344
35 38 313724
35 26 266920
35 12 81250
35 13 242676
36 33 434576
36 35 410922
36 24 521682
36 28 342841
37 16 101793
37 36 303597
37 25 206874
37 28 95304
38 2 358711
38 35 313724
38 19 472411
38 22 278232
38 12 299050
38 44 341014
39 17 173811
39 37 278920
39 25 207071
39 13 396740
40 22 255475
40 7 254905
40 13 346159
41 16 324368
41 21 328581
41 15 218360
42 35 242970
42 38 309756
42 25 50483
42 31 347834
43 34 257993
43 36 527627
43 5 260348
43 44 344974
43 31 426070
44 21 209657
44 23 174766
44 25 259061
44 29 173844
44 47 326370
45 34 58253
45 36 311721
45 12 169917
46 19 189244
46 13 123589
47 16 221847
47 20 291881
47 24 420866
47 44 326370
48 32 366471
48 18 185904
48 36 497833
48 7 76090
48 10 201419
48 44 253294
49 24 255536
49 28 504854
Case #277: Impossible
Case #278: 265
1 33 114313
1 4 230684
1 7 156257
1 10 189109
1 19 172166
1 25 65913
1 29 4548
2 32 213497
2 3 66706
2 37 142616
2 7 115744
2 17 109664
2 21 179210
2 28 99804
3 34 22348
3 35 150204
3 6 39081
3 8 39649
3 15 105811
3 18 79413
3 26 17046
3 28 33098
4 32 274818
4 1 230684
4 5 261075
4 7 154929
4 16 51612
4 18 192680
4 28 149160
5 1 98561
5 2 186739
5 21 266341
5 9 159284
5 28 124606
6 33 180908
6 3 39081
6 4 155143
6 8 65410
6 13 122645
6 17 93588
6 19 131650
6 28 58859
6 30 74748
7 1 156257
7 2 115744
7 36 109439
7 8 75367
7 16 163454
7 20 75569
7 22 173676
7 26 66084
7 29 153431
8 34 61997
8 4 139699
8 6 65410
8 10 163802
8 13 108179
8 24 88954
8 29 136541
9 2 52895
9 6 52892
9 13 110695
9 18 90889
9 20 12720
9 28 46909
9 31 154318
10 1 189109
10 3 124153
10 36 156932
10 8 163802
10 11 129707
10 16 159340
10 18 135644
10 22 195729
10 27 130813
11 33 173715
11 20 72232
11 37 55715
11 25 6511
11 10 129707
12 34 114617
12 35 220483
12 21 232395
12 8 124181
12 25 157186
12 14 134917
13 32 202348
13 6 122645
13 9 110695
13 14 139532
13 17 98515
13 23 195358
13 25 120571
13 29 168914
13 31 183426
14 8 74300
14 13 139532
14 16 143711
14 19 82155
14 22 114224
14 26 32072
14 28 75746
15 17 47880
15 3 105811
15 37 88050
15 9 117287
15 14 120684
16 32 223206
16 1 223480
16 3 127736
16 4 51612
16 7 163454
16 13 177590
16 19 110130
16 24 177041
16 28 113804
17 32 103833
17 2 109664
17 37 71260
17 6 93588
17 10 145252
17 14 103894
17 21 185076
18 33 179652
18 35 70791
18 4 192680
18 5 68395
18 9 90889
18 12 156612
18 25 12448
18 28 56211
19 33 247716
19 35 204953
19 6 131650
19 14 82155
19 16 110130
19 20 66038
19 22 164145
19 24 88812
19 27 99229
20 19 66038
20 21 139035
20 23 71943
20 24 22774
20 10 97622
20 12 118800
21 1 219723
21 3 140126
21 37 216036
21 7 185689
21 13 214133
21 17 185076
21 20 139035
21 24 161809
21 26 129550
22 33 279785
22 35 247067
22 37 200548
22 7 173676
22 10 195729
22 11 170339
23 16 104225
23 19 5905
23 21 152711
23 25 137664
23 12 190743
24 7 98343
24 9 35494
24 13 146189
24 16 177041
24 20 22774
24 22 75333
24 26 38729
24 31 164372
25 33 180226
25 2 105896
25 37 62226
25 10 123196
25 12 157186
25 14 81838
25 18 12448
25 23 137664
25 29 61365
26 32 167307
26 33 172193
26 3 17046
26 4 140511
26 11 88187
26 14 32072
26 21 129550
26 28 50144
27 32 165000
27 5 141148
27 10 130813
27 18 72753
27 21 143311
27 23 105134
27 30 42327
28 16 113804
28 2 99804
28 4 149160
28 6 58859
28 9 46909
28 10 157251
29 1 4548
29 36 137172
29 7 153431
29 25 61365
29 11 54854
29 30 140183
30 1 144731
30 3 48987
30 6 74748
30 9 62798
30 13 98841
30 20 75518
30 29 140183
31 35 128319
31 6 168603
31 13 183426
31 17 84911
31 24 164372
31 27 136182
32 16 223206
32 2 213497
32 37 175093
32 10 249085
32 13 202348
33 1 114313
33 35 222199
33 37 118000
33 11 173715
33 18 179652
33 22 279785
33 26 172193
34 2 61432
34 36 55127
34 7 71386
34 10 118879
34 15 125824
34 17 90175
34 23 93200
34 26 11772
34 31 162855
35 33 222199
35 36 208270
35 10 206435
35 12 220483
35 16 233886
35 19 204953
35 21 268737
35 31 128319
36 2 99485
36 35 208270
36 6 99482
36 10 156932
36 16 188137
36 25 125031
36 29 137172
37 33 118000
37 36 136311
37 11 55715
37 17 71260
37 21 216036
37 25 62226
Case #279: Impossible
Case #280: 247
1 32 118269
1 34 337412
1 35 252568
1 5 71185
1 10 201477
1 15 34580
2 5 95284
2 8 194381
2 15 101768
2 18 265295
2 21 199168
2 25 111588
2 28 170377
2 30 233165
3 33 203320
3 5 119387
3 7 164652
3 9 178096
3 13 130680
3 16 234567
3 27 202659
4 34 272593
4 6 199410
4 17 78832
4 23 135952
4 26 163422
4 29 188708
4 31 195957
5 1 71185
5 3 119387
5 7 124559
5 10 174924
5 18 199878
5 22 150050
5 24 135429
6 32 172792
6 34 316665
6 4 199410
6 8 57182
6 11 331838
6 16 229510
6 20 163634
6 27 165490
6 30 181546
7 33 185061
7 36 158492
7 37 38378
7 11 345040
7 13 79091
7 17 217845
7 22 189983
7 28 175462
7 30 168344
8 2 194381
8 35 281632
8 6 57182
8 17 220316
8 20 220816
8 26 231605
9 16 229752
9 34 316907
9 3 178096
9 37 51822
9 24 200476
10 32 213318
10 5 174924
10 22 250381
10 8 242116
10 15 166897
11 34 421676
11 19 283723
11 20 318592
11 6 331838
11 26 253574
12 16 212358
12 19 46480
12 22 208454
12 23 227737
12 30 197828
12 15 71161
13 18 172390
13 3 130680
13 7 79091
13 25 61772
13 28 120561
14 18 57927
14 36 44588
14 22 96796
14 10 155970
14 29 156176
15 32 83689
15 17 221051
15 3 121817
15 10 166897
15 28 111698
15 14 187950
16 2 249238
16 3 234567
16 6 229510
16 9 229752
16 12 212358
16 21 194190
16 30 47964
17 1 255631
17 36 116660
17 7 217845
17 9 204401
17 20 76731
17 24 194448
17 26 134774
18 34 234880
18 5 199878
18 7 171831
18 13 172390
18 23 187119
18 27 147012
18 31 191148
19 33 134631
19 36 201293
19 8 111021
19 11 283723
19 13 33544
19 21 115808
19 27 167404
19 30 151348
20 32 210937
20 2 285463
20 3 70792
20 6 163634
20 9 136988
20 12 248583
20 17 76731
20 21 154137
20 26 67361
21 36 114208
21 9 171034
21 14 152634
21 19 115808
21 26 161692
21 28 202825
21 31 197687
22 34 362629
22 4 129328
22 37 216407
22 7 189983
22 12 208454
22 14 96796
22 28 248991
23 33 201995
23 35 194667
23 37 178531
23 24 251568
23 12 227737
24 2 200846
24 37 163005
24 10 192017
24 17 194448
24 23 251568
24 26 185078
24 29 188224
24 31 167715
25 2 111588
25 19 28228
25 4 121918
25 23 257870
25 24 151733
25 29 193126
26 34 328535
26 4 163422
26 8 231605
26 16 231136
26 18 120629
26 21 161692
26 30 183172
27 2 249221
27 3 202659
27 4 220890
27 6 165490
27 18 147012
27 21 219160
27 31 132971
28 21 202825
28 7 175462
28 15 111698
29 33 273538
29 3 90043
29 4 188708
29 6 262565
29 8 319747
29 18 214103
29 24 188224
29 30 256821
30 33 16717
30 34 171435
30 4 204834
30 6 181546
30 12 197828
30 19 151348
30 24 217327
30 29 256821
31 33 165744
31 34 320462
31 36 177809
31 37 57695
31 24 167715
31 28 180335
32 33 169791
32 6 172792
32 8 170029
32 12 105488
32 19 59008
32 23 194482
32 30 186508
33 32 169791
33 6 198263
33 11 233524
33 17 144875
33 22 233983
33 24 234044
33 30 16717
34 1 337412
34 37 341841
34 9 316907
34 18 234880
34 20 270492
34 25 294555
34 27 187491
34 31 320462
35 4 118243
35 8 281632
35 16 134555
35 22 162271
35 25 209711
35 27 102647
36 17 116660
36 19 201293
36 7 158492
36 11 278663
36 15 176866
37 1 98507
37 34 341841
37 7 38378
37 17 235651
37 21 204416
37 23 178531
37 25 116836
37 29 274871
Case #281: 243
1 32 119732
1 36 137888
1 40 12477
1 10 88369
1 15 127535
1 18 127757
1 22 61905
1 25 173926
1 27 33740
2 17 135672
2 19 91450
2 21 163447
2 40 72267
3 32 134462
3 35 146325
3 5 143265
3 6 112730
3 9 103507
3 12 187368
4 35 65930
4 6 87745
4 10 36116
4 14 83837
4 25 113110
4 28 81010
5 32 116241
5 35 113756
5 3 143265
5 7 141476
5 13 132066
5 31 68064
6 19 91294
6 3 112730
6 36 110158
6 5 135571
6 8 28429
6 31 92939
7 4 93650
7 22 83998
7 11 102251
7 31 82186
8 1 56159
8 37 81244
8 13 65782
8 15 134148
9 2 11657
9 35 105590
9 39 88094
9 15 114942
9 20 100528
9 25 100839
9 30 104534
10 1 88369
10 4 36116
10 40 75892
10 12 126267
10 15 87671
10 19 95075
10 25 119931
11 35 184424
11 7 102251
11 10 129529
11 13 115100
11 19 169194
11 23 236206
11 31 138732
12 33 290681
12 22 152731
12 27 146522
12 28 224089
12 14 166924
13 1 121941
13 5 132066
13 39 52463
13 9 84988
13 27 99493
13 28 94568
14 32 36752
14 36 17872
14 37 128804
14 38 76433
14 40 107539
14 12 166924
14 21 201749
14 24 53872
14 30 109849
15 1 127535
15 37 168801
15 7 130070
15 8 134148
15 10 87671
15 12 198803
16 1 101851
16 9 105133
16 14 149784
16 18 103374
16 21 245863
16 23 228928
16 28 222410
17 2 135672
17 36 58824
17 38 102423
17 40 148091
17 18 176407
17 23 195951
17 26 104053
18 1 127757
18 21 227496
18 10 94798
18 29 83518
18 31 124322
19 2 91450
19 5 121829
19 40 19183
19 11 169194
19 24 87992
19 27 40446
19 30 100015
20 16 167249
20 22 80315
20 40 122223
20 9 100528
20 31 65469
21 16 245863
21 34 140200
21 18 227496
21 27 131167
21 14 201749
22 16 151052
22 33 190878
22 36 92057
22 26 2130
22 12 152731
23 32 190123
23 33 56842
23 17 195951
23 35 190484
23 25 217954
23 14 206879
24 19 87992
24 37 134495
24 9 85259
24 30 58305
25 1 173926
25 4 113110
25 39 140541
25 10 119931
25 16 205972
25 18 153231
25 23 217954
25 27 140186
25 30 154166
26 32 60893
26 3 87917
26 6 80223
26 9 71000
26 18 111606
26 22 2130
26 28 73488
27 32 86928
27 33 162883
27 19 40446
27 21 131167
27 28 99523
27 13 99493
28 34 108556
28 4 81010
28 7 155356
28 12 224089
28 14 96493
28 16 222410
28 27 99523
29 18 83518
29 19 106355
29 5 95222
29 12 114987
30 19 100015
30 39 59311
30 9 104534
30 26 33534
30 27 59569
30 14 109849
31 5 68064
31 38 11086
31 7 82186
31 9 83716
31 13 64002
31 20 65469
31 23 141532
32 1 119732
32 35 110618
32 5 116241
32 40 108191
32 12 158566
32 15 119970
32 17 77704
32 21 164997
32 26 60893
33 2 195163
33 21 31716
33 23 56842
33 10 164414
33 12 290681
33 14 233465
34 21 140200
34 23 115074
34 27 9033
34 15 102828
35 3 146325
35 5 113756
35 39 32631
35 8 124796
35 11 184424
35 19 124889
35 28 127636
36 17 58824
36 33 242722
36 4 100187
36 22 92057
36 39 68410
36 26 92665
37 17 169756
37 36 142826
37 8 81244
37 14 128804
37 15 168801
38 6 81853
38 40 45668
38 28 75118
38 14 76433
39 32 77987
39 34 60845
39 35 32631
39 38 27407
39 10 45688
39 14 50538
39 25 140541
40 32 108191
40 1 12477
40 2 72267
40 3 40619
40 38 45668
40 11 150011
Case #282: 195
1 35 232499
1 25 286377
1 12 221350
2 40 155102
2 28 233493
2 29 268443
3 19 229856
3 21 177272
3 7 326073
3 25 190615
4 3 210091
4 37 220016
4 6 227027
4 9 275282
4 43 263705
5 18 342185
5 6 352012
5 25 244638
5 11 282313
6 35 300117
6 21 351654
6 7 280026
6 26 326058
6 45 326151
7 32 351939
7 3 326073
7 6 280026
7 9 275939
7 44 263160
8 16 306692
8 33 408696
8 37 310918
8 40 208744
8 31 251627
9 18 323312
9 37 55266
9 42 391352
9 45 504358
10 1 243118
10 20 128510
10 39 310207
10 11 52260
10 13 125334
11 36 369651
11 10 52260
11 42 309627
11 31 249709
12 33 276471
12 34 315543
12 19 297488
12 41 385667
12 30 292767
13 32 392596
13 18 321474
13 26 35759
13 44 113606
14 34 112417
14 37 198066
14 31 149690
15 37 295213
15 11 234334
16 19 274938
16 8 306692
17 34 194958
17 8 293112
17 12 463382
18 20 288753
18 38 128894
18 40 272973
18 45 285808
18 31 43495
19 18 221581
19 3 229856
19 23 195802
19 25 228811
19 43 283470
19 29 269619
20 33 253575
20 35 28979
20 38 181905
20 42 385877
20 29 214881
21 3 177272
21 6 351654
21 25 206446
21 44 156417
21 30 258619
22 35 148071
22 36 328917
22 39 261667
22 27 72164
23 3 34054
23 38 127852
23 41 278616
24 33 215822
24 4 252112
24 39 363258
24 44 243156
24 15 258464
24 21 326569
24 28 273855
25 33 269075
25 3 190615
25 21 206446
25 26 224582
25 28 102323
26 4 310952
26 6 326058
26 8 365697
26 42 349226
26 13 35759
26 22 112553
26 25 224582
26 31 329210
27 22 72164
27 6 244902
27 29 181755
28 2 233493
28 36 339378
28 23 171632
28 25 102323
28 10 178683
28 43 259300
29 33 338697
29 19 269619
29 41 284071
30 32 269464
30 6 289341
30 12 292767
31 18 43495
31 38 172389
31 8 251627
31 26 329210
31 12 119402
32 16 329252
32 35 340698
32 43 356346
32 13 392596
32 31 202135
33 36 321299
33 39 429034
33 9 266088
33 12 276471
33 20 253575
33 25 269075
33 29 338697
34 19 271607
34 45 419254
35 32 340698
35 20 28979
35 22 148071
35 7 259116
35 11 47271
35 12 200297
36 19 292519
36 21 324047
36 26 389132
36 28 339378
37 35 169688
37 8 310918
37 42 336086
37 45 449092
37 15 295213
38 18 128894
38 22 169875
38 7 164167
38 8 337026
38 27 97711
39 33 429034
39 22 261667
39 26 149114
39 42 498340
40 18 272973
40 38 166125
40 24 288231
41 35 242931
41 26 303354
41 12 385667
41 31 353255
42 5 436156
42 7 309143
42 9 391352
42 11 309627
42 20 385877
42 26 349226
43 32 356346
43 19 283470
43 5 377811
43 28 259300
44 21 156417
44 24 243156
44 13 113606
45 34 419254
45 37 449092
45 24 301066
Case #283: 185
1 2 122191
1 6 102323
1 9 215305
1 12 197545
1 14 198258
1 16 236562
1 19 148407
1 21 202389
2 3 23372
2 5 165441
2 9 167339
2 12 214079
2 14 245480
2 17 118810
2 21 165031
3 2 23372
3 5 187586
3 7 22768
3 9 189503
3 11 168157
3 13 174331
3 15 239625
3 17 140974
3 20 197176
3 22 257326
4 2 292694
4 5 401459
4 7 293298
4 9 260961
4 12 298397
4 14 333415
4 16 253981
4 18 353385
4 20 286097
4 22 493215
5 3 187586
5 6 145554
5 9 242013
5 11 223428
5 15 344719
5 17 241098
5 21 159158
6 1 102323
6 4 325302
6 7 221411
6 10 307666
6 13 189162
6 15 199165
6 18 28083
7 1 121587
7 4 293298
7 8 88656
7 10 115214
7 12 214683
7 14 244876
7 16 114975
7 18 195827
7 21 165635
8 2 88052
8 4 278243
8 7 88656
8 11 100212
8 13 240219
8 15 323580
8 20 208278
9 1 215305
9 3 189503
9 5 242013
9 7 166735
9 10 213326
9 12 257503
9 14 226751
9 16 213087
9 18 289545
9 20 245203
10 1 236801
10 3 92446
10 5 227140
10 7 115214
10 11 76189
10 13 158528
10 16 239
10 18 293840
10 20 104730
11 3 168157
11 7 188868
11 9 137137
11 12 120366
11 14 155384
11 16 75950
11 18 259560
11 20 108066
12 1 197545
12 3 209476
12 6 229493
12 8 220578
12 10 117030
12 13 166360
12 16 117269
12 18 201410
12 20 12300
13 1 86839
13 3 174331
13 5 130070
13 7 151563
13 9 270398
13 11 188630
13 14 237698
13 17 111028
13 21 117312
14 1 198258
14 3 267644
14 6 287084
14 8 255596
14 11 155384
14 15 323663
14 18 272498
14 20 152529
15 1 301488
15 3 239625
15 5 344719
15 7 262393
15 9 360505
15 11 223372
15 13 306185
15 17 359579
15 19 311826
15 21 207882
16 1 236562
16 4 253981
16 6 307427
16 9 213087
16 11 75950
16 17 233181
16 20 104969
16 22 349533
17 3 140974
17 5 241098
17 9 284941
17 11 282054
17 13 111028
17 15 359579
17 18 165675
17 20 265088
18 1 74240
18 4 353385
18 7 195827
18 9 289545
18 11 259560
18 14 272498
18 17 165675
18 20 189110
18 22 139830
19 2 242485
19 6 250730
19 9 136837
19 11 240358
19 14 89914
19 16 164408
19 18 222647
19 22 362477
20 3 197176
20 5 195906
20 9 245203
20 11 108066
20 13 154060
20 15 171134
20 17 265088
20 19 242443
20 22 264730
21 2 165031
21 4 249349
21 7 165635
21 10 67982
21 13 117312
21 16 68221
21 20 36748
22 2 280698
22 4 493215
22 7 280094
22 12 252430
22 14 412328
22 16 349533
22 18 139830
22 20 264730
Case #284: 3
4 9 792324
9 4 792324
12 4 100359
Case #285: 13
1 2 187596
1 4 162747
1 6 182102
2 3 66001
2 6 44204
3 2 66001
3 5 283564
4 1 162747
4 3 41152
4 6 19355
5 3 283564
6 1 182102
6 3 60507
Case #286: Impossible
Case #287: 32
1 2 179422
1 5 176861
1 7 64542
2 1 179422
2 5 285597
2 8 217080
3 4 92724
3 6 92840
3 8 306801
4 1 123488
4 3 92724
4 6 59053
4 8 273014
5 1 176861
5 3 322387
5 6 288716
5 8 502677
6 1 182541
6 4 59053
6 7 176397
6 9 147198
7 2 173278
7 4 117344
7 6 176397
7 9 29199
8 3 306801
8 5 502677
8 7 390358
9 1 35366
9 3 180869
9 5 141518
9 7 29199
Case #288: 266
1 2 149184
1 4 308732
1 8 178154
1 10 213766
1 12 321575
1 14 229298
1 16 241633
1 20 190380
1 22 204038
1 24 215693
2 3 157238
2 5 30974
2 7 216477
2 9 148665
2 11 72989
2 14 147816
2 17 53825
2 19 80228
2 22 54854
2 24 146519
3 1 8054
3 4 316786
3 6 13534
3 8 170100
3 10 221820
3 13 163466
3 15 58884
3 17 143361
3 19 165083
3 21 160502
3 23 149798
3 25 186788
4 2 159548
4 6 303252
4 9 162235
4 11 86559
4 13 260835
4 16 269957
4 18 129025
4 20 241975
4 22 214402
4 24 214114
5 1 180158
5 3 188212
5 8 185251
5 13 178617
5 15 247096
5 17 84799
5 19 49254
5 21 27710
5 23 78362
5 25 155498
6 3 13534
6 7 344411
6 9 195475
6 11 216693
6 13 177000
6 17 129827
6 19 178617
6 21 146968
6 23 136264
7 2 216477
7 5 225282
7 9 202404
7 11 211660
7 14 323321
7 16 315045
7 18 169194
7 20 186271
7 22 161623
7 24 339215
8 1 178154
8 3 170100
8 5 185251
8 9 134305
8 11 167642
8 13 6634
8 15 117056
8 17 189299
8 19 135997
8 21 189637
8 24 265811
9 1 189995
9 3 181941
9 6 195475
9 8 134305
9 11 75676
9 13 140939
9 16 179061
9 18 33210
9 21 145401
9 23 109093
9 25 189159
10 2 220241
10 4 299130
10 7 424231
10 9 288247
10 12 426581
10 15 233771
10 17 260093
10 19 293941
10 21 216977
10 23 253656
10 25 326054
11 2 72989
11 4 86559
11 7 211660
11 9 75676
11 12 279329
11 14 218777
11 16 183398
11 18 42466
11 20 155416
11 22 127843
11 24 127555
12 1 321575
12 5 237314
12 7 344639
12 9 301798
12 11 279329
12 14 92277
12 16 323277
12 19 239570
12 21 209604
12 23 192705
12 25 392812
13 2 193007
13 4 260835
13 6 177000
13 9 140939
13 12 177228
13 15 110422
13 18 174149
13 20 18860
13 23 176228
13 25 262723
14 2 147816
14 5 178790
14 8 262871
14 11 218777
14 13 269505
14 16 264753
14 18 176311
14 20 250645
14 22 202670
14 24 294335
15 3 58884
15 5 247096
15 7 277833
15 9 143072
15 11 218748
15 13 110422
15 16 292463
15 18 176282
15 20 129282
15 23 208682
15 25 245672
16 2 116937
16 4 269957
16 7 315045
16 9 179061
16 11 183398
16 13 309944
16 15 292463
16 18 145851
16 20 291084
16 22 171791
16 24 256928
17 3 143361
17 5 84799
17 7 229330
17 9 115530
17 11 124786
17 14 93991
17 16 170762
17 19 53302
17 21 57089
17 24 200344
18 1 217627
18 3 215151
18 5 84481
18 7 169194
18 9 33210
18 11 42466
18 14 176311
18 16 145851
18 19 122748
18 21 112191
18 24 170021
19 2 80228
19 4 177828
19 6 178617
19 8 135997
19 10 293941
19 12 239570
19 14 147293
19 16 190637
19 18 122748
19 21 76964
19 23 46865
19 25 204752
20 3 182326
20 5 197431
